10167,5912,10218,4039,4678,6854,33.33,58.33,50.0,91.67,83.33,33.33
6162,4617,10514,5672,7058,9263,50.0,41.67,25.0,50.0,41.67,50.0
6875,9525,8089,6135,5024,2609,33.33,50.0,41.67,50.0,66.67,66.67
4940,3683,2702,4917,5912,7022,33.33,83.33,66.67,58.33,58.33,25.0
6854,8764,10611,10218,6162,7058,33.33,25.0,33.33,50.0,50.0,41.67
6135,9525,10167,772,4039,5024,50.0,50.0,33.33,33.33,91.67,66.67
7475,8089,10535,6875,10514,1360,41.67,41.67,58.33,33.33,25.0,50.0
4617,9098,5672,2609,9263,4678,41.67,75.0,50.0,66.67,50.0,83.33
6135,772,4039,8764,6162,2702,50.0,33.33,91.67,25.0,50.0,66.67
6854,9525,10514,1360,4917,3683,33.33,50.0,25.0,50.0,58.33,83.33
4617,10535,4678,9098,8089,10611,41.67,58.33,83.33,75.0,41.67,33.33
10167,10218,7022,4940,5672,6875,33.33,50.0,25.0,33.33,50.0,33.33
7058,2609,5912,5024,9263,7475,41.67,66.67,58.33,66.67,50.0,41.67
4039,2702,10535,3683,8764,6854,91.67,66.67,58.33,83.33,25.0,33.33
7022,6875,6135,4678,10611,5672,25.0,33.33,50.0,83.33,33.33,50.0
7058,4940,5024,9098,5912,1360,41.67,33.33,66.67,75.0,58.33,50.0
2609,10167,9525,9263,10218,8089,66.67,33.33,50.0,50.0,50.0,41.67
772,4917,10514,6162,4617,7475,33.33,58.33,25.0,50.0,41.67,41.67
9659,6992,9525,2609,6725,4917,16.67,58.33,33.33,58.33,33.33,83.33
4903,7509,7722,6162,5024,5912,50.0,25.0,50.0,58.33,58.33,58.33
9562,3683,3756,6070,4678,6875,41.67,83.33,50.0,33.33,66.67,41.67
772,9062,3739,2702,6978,4617,33.33,41.67,33.33,50.0,75.0,50.0
8089,8765,1360,4476,7022,9663,50.0,16.67,58.33,83.33,58.33,50.0
5912,9659,2609,3756,4917,4903,58.33,16.67,58.33,50.0,83.33,50.0
9062,7722,6875,3683,6725,4617,41.67,50.0,41.67,83.33,33.33,50.0
8765,9663,6162,2702,4678,9562,16.67,50.0,58.33,50.0,66.67,41.67
4476,3739,6070,5024,772,8089,83.33,33.33,33.33,58.33,33.33,50.0
6978,1360,9525,7022,7509,6992,75.0,58.33,33.33,58.33,25.0,58.33
6162,4617,2609,6875,5912,9562,58.33,50.0,58.33,41.67,58.33,41.67
4476,3756,8089,772,4903,6725,83.33,50.0,50.0,33.33,50.0,33.33
8765,9062,5024,1360,4917,7509,16.67,41.67,58.33,58.33,83.33,25.0
6992,9663,6978,6070,9525,7722,58.33,50.0,75.0,33.33,33.33,50.0
2702,3739,3683,9659,4678,7022,50.0,33.33,83.33,16.67,66.67,58.33
1360,9562,5024,2609,8089,7509,58.33,41.67,58.33,58.33,50.0,25.0
4617,6875,6992,4476,6978,9062,50.0,41.67,58.33,83.33,75.0,41.67
7722,9663,6725,3683,6162,4903,50.0,50.0,33.33,83.33,58.33,50.0
4678,9525,8765,7022,3756,3739,66.67,33.33,16.67,58.33,50.0,33.33
4917,6070,5912,9659,2702,772,83.33,33.33,58.33,16.67,50.0,33.33
4617,4476,8089,7722,6162,2609,50.0,83.33,50.0,50.0,58.33,58.33
5024,3683,7509,6725,9562,3739,58.33,83.33,25.0,33.33,41.67,33.33
9525,5912,2702,8765,6992,4917,33.33,58.33,50.0,16.67,58.33,83.33
9663,6070,9659,4903,7022,9062,50.0,33.33,16.67,50.0,58.33,41.67
6978,3756,4678,6875,1360,772,75.0,50.0,66.67,41.67,58.33,33.33
4917,5024,3739,7722,3683,5912,83.33,58.33,33.33,50.0,83.33,58.33
9663,8089,4903,9062,9525,4617,50.0,50.0,50.0,41.67,33.33,50.0
6992,4678,772,6978,6070,7022,58.33,66.67,33.33,75.0,33.33,58.33
1360,2609,4476,7509,9562,9659,58.33,58.33,83.33,25.0,41.67,16.67
6162,6875,2702,6725,8765,3756,58.33,41.67,50.0,33.33,16.67,50.0
5912,4903,6978,5024,4617,4678,58.33,50.0,75.0,58.33,50.0,66.67
7022,4917,3683,2609,9663,6070,58.33,83.33,83.33,58.33,50.0,33.33
3739,9659,8089,9062,6162,9562,33.33,16.67,50.0,41.67,58.33,41.67
772,7722,8765,9525,7509,3756,33.33,50.0,16.67,33.33,25.0,50.0
6725,4476,6875,6992,2702,1360,33.33,83.33,41.67,58.33,50.0,58.33
3683,9062,4678,3739,4903,2609,83.33,41.67,66.67,33.33,50.0,58.33
8089,6978,7722,6070,5912,8765,50.0,75.0,50.0,33.33,58.33,16.67
1360,9659,6162,3756,6992,4476,58.33,16.67,58.33,50.0,58.33,83.33
9562,772,7022,9525,5024,6875,41.67,33.33,58.33,33.33,58.33,41.67
7509,6725,2702,4917,4617,9663,25.0,33.33,50.0,83.33,50.0,50.0
9062,9659,3756,3683,6070,6162,41.67,16.67,50.0,83.33,33.33,58.33
4903,4476,5024,6978,2609,8765,50.0,83.33,58.33,75.0,58.33,16.67
4917,6875,2702,9663,772,9525,83.33,41.67,50.0,50.0,33.33,33.33
7509,6725,4678,8089,6992,5912,25.0,33.33,66.67,50.0,58.33,58.33
7022,9562,4617,3739,7722,1360,58.33,41.67,50.0,33.33,50.0,58.33
3756,2609,5024,9663,2702,9062,50.0,58.33,58.33,50.0,50.0,41.67
4678,6162,6978,9525,8089,3683,66.67,58.33,75.0,33.33,50.0,83.33
4617,5912,772,6725,1360,6070,50.0,58.33,33.33,33.33,58.33,33.33
9562,4903,6992,7722,8765,7022,41.67,50.0,58.33,50.0,16.67,58.33
3739,6875,7509,9659,4917,4476,33.33,41.67,25.0,16.67,83.33,83.33
2609,9525,9062,5912,3756,1360,58.33,33.33,41.67,58.33,50.0,58.33
6070,8089,9562,2702,5024,7722,33.33,50.0,41.67,50.0,58.33,50.0
8765,7509,4476,6875,3683,9663,16.67,25.0,83.33,41.67,83.33,50.0
4903,4617,9659,4678,3739,6992,50.0,50.0,16.67,66.67,33.33,58.33
6162,7022,6725,772,6978,4917,58.33,58.33,33.33,33.33,75.0,83.33
3756,2702,6070,9562,4476,9525,50.0,50.0,33.33,41.67,83.33,33.33
4617,1360,4903,6875,8765,9659,50.0,58.33,50.0,41.67,16.67,16.67
5912,7022,9663,7509,3739,6978,58.33,58.33,50.0,25.0,33.33,75.0
6992,2609,3683,8089,772,6162,58.33,58.33,83.33,50.0,33.33,58.33
4678,7722,4917,5024,9062,6725,66.67,50.0,83.33,58.33,41.67,33.33
4678,3756,7520,7475,8081,7623,83.33,50.0,25.0,58.33,50.0,41.67
7022,7058,5912,6875,7722,8089,33.33,33.33,58.33,33.33,50.0,25.0
6992,3161,772,2609,7509,4940,41.67,58.33,41.67,66.67,50.0,25.0
2702,8765,9098,3683,8764,1114,41.67,33.33,66.67,91.67,41.67,83.33
5408,9062,4917,4976,5032,5409,41.67,33.33,75.0,66.67,41.67,58.33
7623,5912,7520,7058,2609,6992,41.67,58.33,25.0,33.33,66.67,41.67
7722,9098,4940,772,7475,2702,50.0,66.67,25.0,41.67,58.33,41.67
3161,6875,8081,7509,1114,4917,58.33,33.33,50.0,50.0,83.33,75.0
8089,8764,8765,9062,4976,3756,25.0,41.67,33.33,33.33,66.67,50.0
3683,5408,5032,7022,4678,5409,91.67,41.67,41.67,33.33,83.33,58.33
7475,4917,7520,8081,9098,6992,58.33,75.0,25.0,50.0,66.67,41.67
7722,5912,8765,3161,772,4940,50.0,58.33,33.33,58.33,41.67,25.0
7623,6875,8764,4976,7022,5409,41.67,33.33,41.67,66.67,33.33,58.33
1114,5408,3756,2702,7058,5032,83.33,41.67,50.0,41.67,33.33,41.67
9062,8089,2609,3683,7509,4678,33.33,25.0,66.67,91.67,50.0,83.33
4917,4940,8764,7722,7520,7022,75.0,25.0,41.67,50.0,25.0,33.33
9098,1114,772,7058,5409,3756,66.67,83.33,41.67,33.33,58.33,50.0
9062,4976,6875,5032,7475,2609,33.33,66.67,33.33,41.67,58.33,66.67
8081,3161,5408,8765,4678,7623,50.0,58.33,41.67,33.33,83.33,41.67
2702,7509,8089,5912,3683,6992,41.67,50.0,25.0,58.33,91.67,41.67
1114,9062,5032,4940,7520,7058,83.33,33.33,41.67,25.0,25.0,33.33
2609,7022,4678,4976,3161,9098,66.67,33.33,83.33,66.67,58.33,66.67
7475,5912,7509,772,3756,8764,58.33,58.33,50.0,41.67,50.0,41.67
5409,2702,4917,6992,8765,6875,58.33,41.67,75.0,41.67,33.33,33.33
8089,3683,8081,7722,7623,5408,25.0,91.67,50.0,50.0,41.67,41.67
5912,7058,4976,5032,4940,3756,58.33,33.33,66.67,41.67,25.0,50.0
9098,2609,1114,7022,9062,8765,66.67,66.67,83.33,33.33,33.33,33.33
3161,7520,2702,5408,7475,4678,58.33,25.0,41.67,41.67,58.33,83.33
3683,772,7722,8089,7623,6992,91.67,41.67,50.0,25.0,41.67,41.67
5409,4917,6875,8764,8081,7509,58.33,75.0,33.33,41.67,50.0,50.0
4678,7520,4976,4940,1114,5912,83.33,25.0,66.67,25.0,83.33,58.33
5408,6992,7022,8765,3683,7475,41.67,41.67,33.33,33.33,91.67,58.33
6875,5032,772,9098,8089,4917,33.33,41.67,41.67,66.67,25.0,75.0
5409,7722,8764,2609,7623,3161,58.33,50.0,41.67,66.67,41.67,58.33
8081,3756,2702,9062,7509,7058,50.0,50.0,41.67,33.33,50.0,33.33
1114,7475,7022,772,4917,4678,83.33,58.33,33.33,41.67,75.0,83.33
8764,5912,2609,5032,8089,3161,41.67,58.33,66.67,41.67,25.0,58.33
3756,9098,3683,2702,8081,7722,50.0,66.67,91.67,41.67,50.0,50.0
7509,8765,4976,6992,5409,7520,50.0,33.33,66.67,41.67,58.33,25.0
7623,4940,9062,7058,5408,6875,41.67,25.0,33.33,33.33,41.67,33.33
5032,4678,8081,5912,3756,8089,41.67,83.33,50.0,58.33,50.0,25.0
2609,8765,4976,1114,7722,7475,66.67,33.33,66.67,83.33,50.0,58.33
4917,7058,7623,5408,772,7509,75.0,33.33,41.67,41.67,41.67,50.0
7022,6992,2702,3161,9062,5409,33.33,41.67,41.67,58.33,33.33,58.33
6875,4940,3683,7520,8764,9098,33.33,25.0,91.67,25.0,41.67,66.67
7058,8089,7475,4976,4917,7722,33.33,25.0,58.33,66.67,75.0,50.0
4678,2702,1114,772,5409,2609,83.33,41.67,83.33,41.67,58.33,66.67
8764,3683,3161,8765,8081,4940,41.67,91.67,58.33,33.33,50.0,25.0
7520,6875,9062,9098,5408,5912,25.0,33.33,33.33,66.67,41.67,58.33
7509,6992,5032,3756,7022,7623,50.0,41.67,41.67,50.0,33.33,41.67
4678,7722,7058,4917,2609,3683,83.33,50.0,33.33,75.0,66.67,91.67
8081,772,9062,8764,4976,5408,50.0,41.67,33.33,41.67,66.67,41.67
3756,6992,7475,5912,6875,3161,50.0,41.67,58.33,58.33,33.33,58.33
7509,9098,7022,7520,5032,8765,50.0,66.67,33.33,25.0,41.67,33.33
5409,7623,1114,4940,2702,8089,58.33,41.67,83.33,25.0,41.67,25.0
3756,2609,7722,6992,8764,9062,50.0,66.67,50.0,41.67,41.67,33.33
8765,3161,7058,6875,7022,7509,33.33,58.33,33.33,33.33,33.33,50.0
4940,5409,5408,7475,4678,9098,25.0,58.33,41.67,58.33,83.33,66.67
4917,5032,5912,7623,2702,3683,75.0,41.67,58.33,41.67,41.67,91.67
8089,4976,772,7520,1114,8081,25.0,66.67,41.67,25.0,83.33,50.0
